"","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text","predictedLabel","actualLabel","maxEntPrediction","maxEntProbability","svmPrediction","svmProbability","glmnetPrediction","glmnetProbability","consensusCount","probabilityLabel","consensusLabel"
"13483",13483,"629472874223370240","Donald Trump","2015-08-06 19:03:22 -0700","Negative","Colorado","Mountain Time (US & Canada)","RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPD…",1,1,"1",0.615143545621836,"1",0.877684554658888,"1",0.709428766441338,3,1,1
"13484",13484,"629472873187549184","Ben Carson","2015-08-06 19:03:22 -0700","Negative","Midtown Atlanta!","Eastern Time (US & Canada)","Does ANYONE think #BenCarson could repeat that strange #answer?! #Sheesh! #GOPDebate #GOPDebates",1,1,"1",1,"1",0.903291198070061,"1",0.860361531890673,3,1,1
"13485",13485,"629472864064901120","Ben Carson","2015-08-06 19:03:20 -0700","Negative","New York, NY","Central Time (US & Canada)","The irony.. ""Ben Carson on Hillary: ""She counts on the fact that people are uninformed...taking advantage of useful idiots."" #GOPDebates",1,1,"1",0.99999999993429,"1",0.877650811088556,"1",0.823710740778993,3,1,1
"13486",13486,"629472860625461248","John Kasich","2015-08-06 19:03:19 -0700","Positive","Los Angeles ","","RT @bphill77: Do you believe in miracles?? I do! Kasich came to win. #GOPDebates",3,3,"3",0.99999999999999,"3",0.826191906360101,"1",0.585502019261502,2,3,3
"13487",13487,"629472859786752000","No candidate mentioned","2015-08-06 19:03:19 -0700","Positive","","Atlantic Time (Canada)","Lets face it - this debate is really about #HillaryClinton. #GOPDebates #GOPDebate",1,3,"3",0.999999518709857,"1",0.821310331912618,"1",0.868756212509297,2,3,1
"13488",13488,"629472854917140480","Donald Trump","2015-08-06 19:03:18 -0700","Negative","","","RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPD…",1,1,"1",0.615143545621836,"1",0.877684554658888,"1",0.709428766441338,3,1,1
"13489",13489,"629472851616141312","Donald Trump","2015-08-06 19:03:17 -0700","Positive","","","RT @tammy_pence: I'm ONLY watching the #GOPDebates because of #DonaldTrump. He says what we have all been thinking for years. It's time for…",1,3,"3",1,"1",0.843431884081135,"1",0.863156036099196,2,3,1
"13490",13490,"629472845979099136","Chris Christie","2015-08-06 19:03:16 -0700","Negative","","Central Time (US & Canada)","RT @RWSurferGirl: .@GovChristie Just got his ass served to him by @RandPaul <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",0.999999099163318,"1",0.877671853652446,"1",0.914242318113973,3,1,1
"13491",13491,"629472845806997504","Ted Cruz","2015-08-06 19:03:16 -0700","Positive","Laguna Niguel, CA","Pacific Time (US & Canada)","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13492",13492,"629472839133822976","Donald Trump","2015-08-06 19:03:14 -0700","Positive","","","RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPD…",1,3,"1",0.615143545621836,"1",0.877684554658888,"1",0.709428766441338,3,1,1
"13493",13493,"629472836588056576","Ben Carson","2015-08-06 19:03:13 -0700","Negative","","","Ben Carson: If I was trying to destroy the country I would divide the people. Now lets talk about my anti-lgbt pro war plan #GOPdebates",1,1,"1",1,"1",0.882633997944303,"1",0.846096464893166,3,1,1
"13494",13494,"629472827146526720","John Kasich","2015-08-06 19:03:11 -0700","Positive","Los Angeles ","","RT @msgoddessrises: #Kasich is killing it! Easily crossover candidate grabbing the center. #GOPDebates",3,3,"3",1,"3",0.883313692796502,"1",0.706871603005029,2,3,3
"13495",13495,"629472822230929408","Donald Trump","2015-08-06 19:03:10 -0700","Positive","USA","Central Time (US & Canada)","RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPD…",1,3,"1",0.615143545621836,"1",0.877684554658888,"1",0.709428766441338,3,1,1
"13496",13496,"629472817256378368","No candidate mentioned","2015-08-06 19:03:09 -0700","Negative","Seattle, WA","Pacific Time (US & Canada)","RT @jjday10: God, I wish @nerdist was moderating these debates so he could just yell out ""POINTS!"" when they say something ridiculous. #GOP…",1,1,"1",1,"1",0.896061753911223,"1",0.895094152760956,3,1,1
"13497",13497,"629472810847608832","Donald Trump","2015-08-06 19:03:07 -0700","Positive","Philladelphia, PA","Eastern Time (US & Canada)","RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPD…",1,3,"1",0.615143545621836,"1",0.877684554658888,"1",0.709428766441338,3,1,1
"13498",13498,"629472808985341952","Jeb Bush","2015-08-06 19:03:07 -0700","Negative","ÜT: 40.450015,-86.91919","","RT @jaret2113: I'll bet George W. can drink Jeb under the table...like embarrassingly!!!!! #gopdebates",1,1,"1",1,"1",0.948391673518331,"1",0.902015981613654,3,1,1
"13499",13499,"629472793336287232","Donald Trump","2015-08-06 19:03:03 -0700","Negative","Ceres, CA","","RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPD…",1,1,"1",0.615143545621836,"1",0.877684554658888,"1",0.709428766441338,3,1,1
"13500",13500,"629472784998100992","Ben Carson","2015-08-06 19:03:01 -0700","Positive","Center of the Buckeye","Eastern Time (US & Canada)","Dayum! Carson just kicked that question in its throat. #GOPDebates",1,3,"3",0.999999999959877,"1",0.819172276043618,"1",0.786162341739827,2,3,1
"13501",13501,"629472782066294784","Donald Trump","2015-08-06 19:03:00 -0700","Negative","","","RT @RWSurferGirl: These debates will raise @realDonaldTrump 's ratings because Fox News is afraid of Trump and it shows. #GOPDebate #GOPDeb…",1,1,"1",0.566748087946421,"3",0.723283784043593,"1",0.659376941153621,2,3,1
"13502",13502,"629472780145311744","Ben Carson","2015-08-06 19:03:00 -0700","Negative","","Eastern Time (US & Canada)","Carson says ""Epitome of the secular progressive movement"" like it's negative...also, your front runner trashes Rosie O'Donnell #GOPdebates",1,1,"1",0.999993282630277,"1",0.87755208827666,"1",0.805643782539389,3,1,1
"13503",13503,"629472778006048768","Ben Carson","2015-08-06 19:02:59 -0700","Positive","Orange County, California","Pacific Time (US & Canada)","I really like Ben Carson so far. He's been classy &amp; I like his answers. #GOPDebates",1,3,"3",0.999996100394605,"1",0.653718813404628,"1",0.658843817594377,2,3,1
"13504",13504,"629472777771220992","No candidate mentioned","2015-08-06 19:02:59 -0700","Negative","","","The black man wants to destroy the country! HE SAID SO HIMSELF! JUST LIKE THE CURRENT BLACK PREZ #GOPDebates",1,1,"1",1,"1",0.909631772735521,"1",0.893936293314229,3,1,1
"13505",13505,"629472770284519424","No candidate mentioned","2015-08-06 19:02:58 -0700","Positive","Dayton, OH Area","Eastern Time (US & Canada)","America is a miracle country. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>. #GOPDebates",3,3,"3",1,"3",0.529159436698674,"1",0.870474052664948,2,3,3
"13507",13507,"629472765528031232","Ben Carson","2015-08-06 19:02:56 -0700","Positive","OR <U+2708><U+FE0F> KS","Pacific Time (US & Canada)","RT @vanesa_44: Carson is boss right now. BYE HILLARY.  #GOPDebates",3,3,"3",0.999999854183423,"3",0.525438793574786,"1",0.569012094424961,2,3,3
"13508",13508,"629472764722724864","Ben Carson","2015-08-06 19:02:56 -0700","Negative","Jackson, MS","America/Chicago","What is ""the Alinsky model, takingadvantage of useful idiots"" #GOPDEBATES #BenCarson",1,1,"1",1,"1",0.877605198885274,"1",0.800716362226686,3,1,1
"13510",13510,"629472749304414208","Ben Carson","2015-08-06 19:02:53 -0700","Negative","Reston, Va. (close to DC)","Eastern Time (US & Canada)","I love that #BenCarson is clearly so full of shit.  But he thinks no one has figured it out.  He's really cocky about it.  #GOPDebates",1,1,"1",1,"1",0.85589797080429,"1",0.718748142965621,3,1,1
"13511",13511,"629472745613451264","Ben Carson","2015-08-06 19:02:52 -0700","Positive","Los Angeles ","","#GOPdebates Carson just nailed it!",3,3,"3",1,"3",0.594278692232886,"1",0.680761930663166,2,3,3
"13512",13512,"629472744321732608","No candidate mentioned","2015-08-06 19:02:51 -0700","Negative","Up east.","Eastern Time (US & Canada)","Right now I'm less scared about the requirements to be a candidate and more scared about requirements to be a neurosurgeon #GOPDebates",1,1,"1",0.999999999002917,"1",0.87727768250298,"1",0.832452226962932,3,1,1
"13514",13514,"629472729566044160","Ben Carson","2015-08-06 19:02:48 -0700","Positive","Viva Las Vegas NV.","Pacific Time (US & Canada)","#Carson is another who looks presidential. #GOPDebates",1,3,"3",0.996762502003542,"1",0.698650544714656,"1",0.630897327343598,2,3,1
"13515",13515,"629472722888732672","No candidate mentioned","2015-08-06 19:02:46 -0700","Negative","indonesia","","RT @SupermanHotMale: Go back to Canada Asshole #GopDebates http://t.co/rUgCy5JvZQ",1,1,"1",1,"1",0.963207750449652,"1",0.932310473403952,3,1,1
"13516",13516,"629472718526615552","No candidate mentioned","2015-08-06 19:02:45 -0700","Negative","Kansas City area","Central Time (US & Canada)","Has anyone mentioned #Reagan yet? What kind of #GOPDebates is this?",1,1,"1",1,"1",0.909303975242664,"1",0.857430213895809,3,1,1
"13518",13518,"629472712931569664","Jeb Bush","2015-08-06 19:02:44 -0700","Negative","Heaven ","Eastern Time (US & Canada)","RT @EnzoWestie: Remember, kids. #jebbush is the ""smart"" brother.  #gopdebates",1,1,"1",1,"1",0.920674133522716,"1",0.870474052664948,3,1,1
"13519",13519,"629472712394539008","Donald Trump","2015-08-06 19:02:44 -0700","Negative","Newport Beach, California","Pacific Time (US & Canada)","FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",1,1,"1",0.977810969860947,"1",0.874265369445652,"1",0.683332392765596,3,1,1
"13520",13520,"629472710641455104","No candidate mentioned","2015-08-06 19:02:43 -0700","Positive","Fort Worth, TX","","These dudes don't believe in the American Dream, but if I'm elected, I'll be living the American Dream and I'll share it w/ you! #GOPDebates",1,3,"3",1,"1",0.812229433843141,"1",0.861451003443885,2,3,1
"13521",13521,"629472709538222080","Ben Carson","2015-08-06 19:02:43 -0700","Positive","Fly Over Country","Mountain Time (US & Canada)","#DrBenCarson just said he doubts #HillaryClinton will be nominee. Hope he's right. #GOPDebates",3,3,"3",0.796540018753017,"3",0.635399420627622,"1",0.779409042613924,2,3,3
"13522",13522,"629472707449618432","Ben Carson","2015-08-06 19:02:43 -0700","Negative","Cocoa Beach, Florida","Eastern Time (US & Canada)","Dear Dr. Ben Carson, you, Sir need a labotomy #GopDebates",1,1,"1",1,"1",0.830440939025277,"1",0.718470754995115,3,1,1
"13523",13523,"629472706937913344","Ted Cruz","2015-08-06 19:02:43 -0700","Negative","Las Vegas","Arizona","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,1,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13524",13524,"629472704823820288","No candidate mentioned","2015-08-06 19:02:42 -0700","Negative","Stuck in Murica","Eastern Time (US & Canada)","How can a neurosurgeon be so stupid?? #GOPDebates",1,1,"1",0.999999998205977,"1",0.936233857592831,"1",0.909280288535065,3,1,1
"13525",13525,"629472694564728832","Ted Cruz","2015-08-06 19:02:40 -0700","Positive","","","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13526",13526,"629472693163819008","No candidate mentioned","2015-08-06 19:02:39 -0700","Negative","#Philly","Eastern Time (US & Canada)","They'd rather talk about @HillaryClinton than debate the issues. Somewhere Hillary is laughing. #GOPDebates",1,1,"1",0.99999999733195,"1",0.877492815914418,"1",0.870936899395742,3,1,1
"13527",13527,"629472691276390400","No candidate mentioned","2015-08-06 19:02:39 -0700","Negative","","","#gopdebates when will people realize ALL politicians suck ASS , dems included",1,1,"1",1,"1",0.926337039621793,"1",0.881595950046476,3,1,1
"13528",13528,"629472688738844672","No candidate mentioned","2015-08-06 19:02:38 -0700","Negative","Nomad Currently Settled in MD","Eastern Time (US & Canada)","How liberating to hit ""clear all"" on my twitter alerts. Sorry guys, but this shit makes me mental. #GOPDebates #YesAllPoliticians",1,1,"1",1,"1",0.952162707047495,"1",0.883918245524812,3,1,1
"13529",13529,"629472684435378176","Donald Trump","2015-08-06 19:02:37 -0700","Positive","denver","Mountain Time (US & Canada)","RT @johnschambers: #TRUMP2016 #GOPDEBATES  Finally, someone saying...SCREW POLITICAL CORRECTNESS.  Sick of it, and looking to NEW leadershi…",1,3,"3",0.999999999997025,"1",0.51062593317256,"1",0.762860876137112,2,3,1
"13530",13530,"629472672192180224","No candidate mentioned","2015-08-06 19:02:34 -0700","Negative","Adventurekateer HQ, Apex City ","Pacific Time (US & Canada)","Wow, if you want to feel especially bad about the #GOPDebates, listen with local radio DJ's breaking in for empty-headed comments. #ugh",1,1,"1",1,"1",0.956083838775078,"1",0.874072156579964,3,1,1
"13531",13531,"629472668291432448","Ted Cruz","2015-08-06 19:02:33 -0700","Negative","","Central Time (US & Canada)","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,1,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13532",13532,"629472663325442048","Donald Trump","2015-08-06 19:02:32 -0700","Negative","NJ","Atlantic Time (Canada)","@jbouie He's just getting started.#GOPDebates",1,1,"1",1,"1",0.872718846423702,"1",0.882012887066977,3,1,1
"13533",13533,"629472659781218304","Ted Cruz","2015-08-06 19:02:31 -0700","Positive","Mo","Central Time (US & Canada)","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13534",13534,"629472659760353280","No candidate mentioned","2015-08-06 19:02:31 -0700","Negative","","","RT @monaeltahawy: #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.c…",1,1,"1",1,"1",0.934901178162863,"1",0.894444677328924,3,1,1
"13535",13535,"629472645591871488","No candidate mentioned","2015-08-06 19:02:28 -0700","Negative","Memphis, TN","","Do you guys here that? It's Hillary Clinton's cackle. #GOPDebates",1,1,"1",1,"1",0.95785551551012,"1",0.894802626095284,3,1,1
"13536",13536,"629472640969932800","Ted Cruz","2015-08-06 19:02:27 -0700","Positive","Rotterdam","Amsterdam","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13538",13538,"629472627539750912","Ben Carson","2015-08-06 19:02:24 -0700","Negative","Boston","Eastern Time (US & Canada)","No no you're talking about the Republican Party silly @BenCarson2016 #GOPDebates #DebateWithBernie",1,1,"1",1,"1",0.877391717408702,"1",0.825372512116827,3,1,1
"13539",13539,"629472625023131648","No candidate mentioned","2015-08-06 19:02:23 -0700","Negative","Upstate New York","Central Time (US & Canada)","RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true. #…",1,1,"1",1,"1",0.934587833016985,"1",0.880472122153879,3,1,1
"13540",13540,"629472607293698048","John Kasich","2015-08-06 19:02:19 -0700","Positive","Austin, Texas","","Do you believe in miracles?? I do! Kasich came to win. #GOPDebates",3,3,"3",1,"3",0.886098930071587,"1",0.530606525379862,2,3,3
"13541",13541,"629472599567806464","Ben Carson","2015-08-06 19:02:17 -0700","Positive","Providence College 2016 ","Quito","Carson is boss right now. BYE HILLARY.  #GOPDebates",3,3,"3",0.999998039280209,"3",0.5094812415114,"1",0.51133436378587,2,3,3
"13542",13542,"629472580064382976","Rand Paul","2015-08-06 19:02:12 -0700","Negative","NEW  YORK!!","","RT @RWSurferGirl: .@GovChristie Just got his ass served to him by @RandPaul <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",0.999999099163318,"1",0.877671853652446,"1",0.914242318113973,3,1,1
"13543",13543,"629472570283266048","Donald Trump","2015-08-06 19:02:10 -0700","Positive","","","RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",3,3,"3",0.999999999999986,"3",0.89287240542106,"3",0.790004512526679,3,3,3
"13544",13544,"629472564746661888","Ben Carson","2015-08-06 19:02:09 -0700","Positive","The comfy chair","Central Time (US & Canada)","Ben Carson is too bright for this room. #GOPDebates",3,3,"3",0.999999998853143,"3",0.56874312257964,"1",0.677685748459768,2,3,3
"13545",13545,"629472562611793920","John Kasich","2015-08-06 19:02:08 -0700","Positive","Viva Las Vegas NV.","Pacific Time (US & Canada)","#Kasich is killing it! Easily crossover candidate grabbing the center. #GOPDebates",3,3,"3",1,"3",0.906065750899442,"1",0.68273263600784,2,3,3
"13546",13546,"629472562251231232","No candidate mentioned","2015-08-06 19:02:08 -0700","Negative","Heaven ","Eastern Time (US & Canada)","RT @JRenee_A_Go_Go: 10 white guys.<U+2705> 1 black guy. <U+2705> 1 Hispanic guy. <U+2705> And they couldn't spare one of the 10 white guys for a woman? #GOPDeba…",1,1,"1",1,"1",0.959212528727769,"1",0.877699334065224,3,1,1
"13547",13547,"629472549718634496","John Kasich","2015-08-06 19:02:05 -0700","Negative","Pittsboro, NC","Eastern Time (US & Canada)","RT @jesslstoner: KASICH'S DAD WAS A MAILMAN BUT HE HATES UNIONS. Which have protected letter carriers for decades. #gopdebates",1,1,"1",1,"1",0.937800859690384,"1",0.870474052664948,3,1,1
"13548",13548,"629472517154021376","Ted Cruz","2015-08-06 19:01:57 -0700","Negative","","","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,1,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13549",13549,"629472514373103616","Donald Trump","2015-08-06 19:01:57 -0700","Negative","East TN","Eastern Time (US & Canada)","RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebate",1,1,"1",0.95380362775892,"1",0.792243073390812,"1",0.776922860042302,3,1,1
"13550",13550,"629472512888446976","No candidate mentioned","2015-08-06 19:01:56 -0700","Negative","(Northern) California","Pacific Time (US & Canada)","RT @monaeltahawy: #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.c…",1,1,"1",1,"1",0.934901178162863,"1",0.894444677328924,3,1,1
"13551",13551,"629472499860926464","Ben Carson","2015-08-06 19:01:53 -0700","Positive","Edison, NJ","Eastern Time (US & Canada)","""Dr Carson...you're still here...neat..."" #GOPDebates",1,3,"3",0.999999999999979,"1",0.877392356581574,"1",0.870474052664948,2,3,1
"13552",13552,"629472476414746624","Donald Trump","2015-08-06 19:01:48 -0700","Negative","Keller, Tx","","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,1,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13555",13555,"629472450355441664","Ted Cruz","2015-08-06 19:01:41 -0700","Positive","USA","America/Denver","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13556",13556,"629472440582668288","Donald Trump","2015-08-06 19:01:39 -0700","Negative","Olathe,  KS","","RT @ericstonestreet: Trump has Cam hands. #GOPDebates",1,1,"1",0.797898190322198,"1",0.877318336411008,"1",0.76212803354187,3,1,1
"13557",13557,"629472435847434240","Chris Christie","2015-08-06 19:01:38 -0700","Negative","Fairfax, VA","","RT @Popehat: #GOPDebates Christie: you're putting America at risk with your fourth amendment talk",1,1,"1",1,"1",0.782019591971897,"1",0.870474052664948,3,1,1
"13558",13558,"629472433477545984","No candidate mentioned","2015-08-06 19:01:37 -0700","Negative","","","I'd rather go swim in my pool with my kids than watch the #GOPDebates. I'll get analysis from @TYTNetwork &amp; @majorityfm tomorrow.",1,1,"1",1,"1",0.851969228463035,"1",0.870474052664948,3,1,1
"13559",13559,"629472425080655872","Ben Carson","2015-08-06 19:01:35 -0700","Negative","Heaven ","Eastern Time (US & Canada)","RT @DanielTutt: Dr. Carson got his doctorate in Old Testament taxation. Tithing as tax reform. Really? Really?  #GOPDebates",1,1,"1",1,"1",0.894158428633917,"1",0.788182651920881,3,1,1
"13560",13560,"629472415731466240","","2015-08-06 19:01:33 -0700","Negative","Los Angeles","","RT @AvidHeather: If Walker, Paul or Huckabee had to meet with Putin or command our armies they'd shit their pants. Not president material. …",1,1,"1",1,"1",0.890202178881958,"1",0.889347036567872,3,1,1
"13561",13561,"629472409503068160","Ted Cruz","2015-08-06 19:01:32 -0700","Positive","","","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13562",13562,"629472404918665216","Ted Cruz","2015-08-06 19:01:31 -0700","Negative","","","RT @TeaPainUSA: While Ted Cruz is speaking, all over America parents are tryin' to convince their 5 year olds that vampires aren't real. #G…",1,1,"1",0.999999999999977,"1",0.903129350577626,"1",0.852722375852613,3,1,1
"13563",13563,"629472393057206272","Jeb Bush","2015-08-06 19:01:28 -0700","Negative","welch,W.Va.","","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877633397348833,"1",0.93497530728691,3,1,1
"13564",13564,"629472386774093824","Donald Trump","2015-08-06 19:01:26 -0700","Positive","Pittsburgh, PA","Eastern Time (US & Canada)","Thanks @EAT24 and Donald Trump! Just got a Pepperoni Roll &amp; a root beer for $7.50 + tip. #yay #GOPDebates #Eat24",3,3,"3",0.999999999999998,"3",0.626232339362433,"1",0.71999637798013,2,3,3
"13567",13567,"629472368931512320","Ted Cruz","2015-08-06 19:01:22 -0700","Negative","Indpls/IN","","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,1,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13568",13568,"629472366742118400","Jeb Bush","2015-08-06 19:01:21 -0700","Negative","","Eastern Time (US & Canada)","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877633397348833,"1",0.93497530728691,3,1,1
"13569",13569,"629472360949805056","Ted Cruz","2015-08-06 19:01:20 -0700","Positive","NEW  YORK!!","","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13570",13570,"629472345959215104","Jeb Bush","2015-08-06 19:01:16 -0700","Negative","Anytown, NJ","Eastern Time (US & Canada)","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877633397348833,"1",0.93497530728691,3,1,1
"13571",13571,"629472343027486720","No candidate mentioned","2015-08-06 19:01:16 -0700","Negative","brasília","Brasilia","RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…",1,1,"1",0.999999999999993,"1",0.877445708273092,"1",0.851083441529925,3,1,1
"13574",13574,"629472325096706048","No candidate mentioned","2015-08-06 19:01:11 -0700","Negative","Sydney, Australia","","RT @monaeltahawy: #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.c…",1,1,"1",1,"1",0.934901178162863,"1",0.894444677328924,3,1,1
"13575",13575,"629472322068459520","Donald Trump","2015-08-06 19:01:11 -0700","Negative","Indianapolis, IN","Pacific Time (US & Canada)","This was Trump's 4th marriage where he married the love of his life, himself #GOPDebates https://t.co/rh92EnZHlV",1,1,"1",1,"1",0.850100282771047,"1",0.731222970113437,3,1,1
"13577",13577,"629472301457739776","Ted Cruz","2015-08-06 19:01:06 -0700","Positive","","Central Time (US & Canada)","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13578",13578,"629472298748149760","Jeb Bush","2015-08-06 19:01:05 -0700","Negative","USA","Central Time (US & Canada)","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877633397348833,"1",0.93497530728691,3,1,1
"13579",13579,"629472293656248320","Ted Cruz","2015-08-06 19:01:04 -0700","Positive","Mississippi","","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
