"","X","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text","predictedLabel","actualLabel","maxEntPrediction","maxEntProbability","svmPrediction","svmProbability","glmnetPrediction","glmnetProbability","consensusCount","probabilityLabel","consensusLabel"
"11721",11721,11721,"629480060416884736","No candidate mentioned","2015-08-06 19:31:56 -0700","Negative","Milan-Italy","Rome","RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  …",1,1,"1",1,"1",0.889718520959327,"1",0.910358964762848,3,1,1
"11722",11722,11722,"629480060005797888","Donald Trump","2015-08-06 19:31:56 -0700","Positive","","","RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.806527921169154,"3",0.999081761116532,"3",0.684658933634917,3,3,3
"11723",11723,11723,"629480050295992320","No candidate mentioned","2015-08-06 19:31:53 -0700","Negative","","","RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  …",1,1,"1",1,"1",0.889718520959327,"1",0.910358964762848,3,1,1
"11724",11724,11724,"629480040401518592","Ted Cruz","2015-08-06 19:31:51 -0700","Positive","In the Bible Belt","Central Time (US & Canada)","RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.879866436650078,"3",0.901692071049655,"1",0.521922404773508,2,3,3
"11725",11725,11725,"629480030515666944","Donald Trump","2015-08-06 19:31:49 -0700","Positive","Milan-Italy","Rome","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11726",11726,11726,"629480030469492736","John Kasich","2015-08-06 19:31:49 -0700","Positive","","Eastern Time (US & Canada)","John Kasich is the most decent one out of everyone. Good speech just now. #GOPDebates",1,3,"3",0.999999998408827,"1",0.666334309790046,"1",0.651641579162782,2,3,1
"11727",11727,11727,"629480026581250048","No candidate mentioned","2015-08-06 19:31:48 -0700","Negative","Austin TX","","RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  …",1,1,"1",1,"1",0.889718520959327,"1",0.910358964762848,3,1,1
"11728",11728,11728,"629480022139609088","No candidate mentioned","2015-08-06 19:31:47 -0700","Positive","Bromsgrove, Worcestershire","London","Seems like supporting same sex marriage is actually popular with Republicans #GOPDebates",1,3,"3",0.999982692929338,"1",0.927129758973401,"1",0.870630805879476,2,3,1
"11729",11729,11729,"629480021149810688","Donald Trump","2015-08-06 19:31:46 -0700","Positive","Pittsburgh, Pa.","Eastern Time (US & Canada)","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11730",11730,11730,"629480020776501248","No candidate mentioned","2015-08-06 19:31:46 -0700","Negative","shaolin- 36 chambers  ","Eastern Time (US & Canada)","No questions about the recent rise of Police brutality in communities of color?  Oh wait....it's the #GOPDebates",1,1,"1",1,"1",0.943777723047,"1",0.880728331709875,3,1,1
"11732",11732,11732,"629480018771492864","Donald Trump","2015-08-06 19:31:46 -0700","Negative","Kalamazoo, Michigan","Eastern Time (US & Canada)","#GOPDebates #FoxDebate this is ridiculous!!! Bashing Trump &amp; ignoring Cruz!!!",1,1,"1",1,"1",0.877811435465233,"1",0.734489158854274,3,1,1
"11733",11733,11733,"629480018603835392","John Kasich","2015-08-06 19:31:46 -0700","Negative","Cocoa Beach, Florida","Eastern Time (US & Canada)","Dear John Kasich, Beat your Republican friends with a gay tree branch : )  #GopDebates",1,1,"1",0.986854293848959,"1",0.795378373374006,"1",0.741146753470787,3,1,1
"11734",11734,11734,"629480014539526144","Donald Trump","2015-08-06 19:31:45 -0700","Negative","","","RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebate",1,1,"1",0.94948307537765,"1",0.796575159393064,"1",0.778380725726975,3,1,1
"11735",11735,11735,"629480013633470464","No candidate mentioned","2015-08-06 19:31:45 -0700","Negative","Adelaide","Adelaide","RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…",1,1,"1",1,"1",0.877731340012097,"1",0.884206818562838,3,1,1
"11737",11737,11737,"629480009737109504","Scott Walker","2015-08-06 19:31:44 -0700","Negative","","","RT @SpudLovr: #True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiun…",1,1,"1",1,"1",0.894076872815964,"1",0.870630805879476,3,1,1
"11738",11738,11738,"629480005890875392","Jeb Bush","2015-08-06 19:31:43 -0700","Negative","Atlanta, GA","","RT @PuestoLoco: Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush #GOPDebates #CantTrustABush #morningjoe http://t.co/bg…",1,1,"1",1,"1",0.902566632020474,"1",0.919515158120003,3,1,1
"11739",11739,11739,"629480000555757568","No candidate mentioned","2015-08-06 19:31:41 -0700","Negative","","Quito","Half of the people in the #GOPDebates look like characters from an @nbcsnl sketch.",1,1,"1",1,"1",0.87067763915784,"1",0.88134464150239,3,1,1
"11740",11740,11740,"629479995186921472","Jeb Bush","2015-08-06 19:31:40 -0700","Negative","","Eastern Time (US & Canada)","RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",1,1,"1",0.999999999864449,"1",0.87773758938957,"1",0.919111715435758,3,1,1
"11741",11741,11741,"629479994943762432","John Kasich","2015-08-06 19:31:40 -0700","Positive","Woodbridge, NJ","Eastern Time (US & Canada)","Good for you John Kasich! #GOPDebates",3,3,"3",1,"3",0.923262973792397,"3",0.800840472395676,3,3,3
"11742",11742,11742,"629479993400291328","Chris Christie","2015-08-06 19:31:40 -0700","Negative","","","RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877483885382979,"1",0.917856592493825,3,1,1
"11743",11743,11743,"629479985523355648","John Kasich","2015-08-06 19:31:38 -0700","Positive","USA","Eastern Time (US & Canada)","@JohnKasich Good for you! #gopdebates #gaymarriage #equality",3,3,"3",0.999993725876801,"3",0.969005886925552,"3",0.90519458586779,3,3,3
"11744",11744,11744,"629479984604643328","No candidate mentioned","2015-08-06 19:31:38 -0700","Negative","","Central Time (US & Canada)","RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  …",1,1,"1",1,"1",0.889718520959327,"1",0.910358964762848,3,1,1
"11745",11745,11745,"629479980339064832","Donald Trump","2015-08-06 19:31:37 -0700","Positive","","","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11747",11747,11747,"629479969945554944","No candidate mentioned","2015-08-06 19:31:34 -0700","Negative","NV.AZ.NY.Germ.SKor.VA.UT.GA.TX","Quito","RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  …",1,1,"1",1,"1",0.889718520959327,"1",0.910358964762848,3,1,1
"11748",11748,11748,"629479966611091456","Donald Trump","2015-08-06 19:31:33 -0700","Positive","","","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11749",11749,11749,"629479962047848448","Jeb Bush","2015-08-06 19:31:32 -0700","Negative","SW Florida","Eastern Time (US & Canada)","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.87761400455222,"1",0.935113300156276,3,1,1
"11750",11750,11750,"629479961607471104","Donald Trump","2015-08-06 19:31:32 -0700","Positive","","Eastern Time (US & Canada)","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11751",11751,11751,"629479943349538816","Jeb Bush","2015-08-06 19:31:28 -0700","Negative","NV.AZ.NY.Germ.SKor.VA.UT.GA.TX","Quito","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.87761400455222,"1",0.935113300156276,3,1,1
"11752",11752,11752,"629479936512913408","John Kasich","2015-08-06 19:31:26 -0700","Positive","Richmond area, VA","Eastern Time (US & Canada)","YEAH, @JohnKasich seems like the most level-headed person on that stage. In other words: he's the only sane one! #GOPDebates #GOPDebate",1,3,"3",0.999218934317132,"1",0.69399368429204,"1",0.682344326647038,2,3,1
"11753",11753,11753,"629479936382779392","No candidate mentioned","2015-08-06 19:31:26 -0700","Negative","Port Macquarie, Australia.","Sydney","RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…",1,1,"1",1,"1",0.877731340012097,"1",0.884206818562838,3,1,1
"11754",11754,11754,"629479935942508544","Scott Walker","2015-08-06 19:31:26 -0700","Negative","WI","Mountain Time (US & Canada)","#True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiunion #GOPDebates",1,1,"1",1,"1",0.877509816769244,"1",0.870630805879476,3,1,1
"11755",11755,11755,"629479931588792320","No candidate mentioned","2015-08-06 19:31:25 -0700","Negative","","America/Detroit","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates",1,1,"1",0.99358444046182,"1",0.877624580955061,"1",0.925535592332239,3,1,1
"11758",11758,11758,"629479922822684672","John Kasich","2015-08-06 19:31:23 -0700","Positive","","Atlantic Time (Canada)","Kasich's answer on gay marriage was reasonable for someone who dislikes it. #GOPDebates",1,3,"3",0.537149404033982,"1",0.852204323607996,"1",0.847075284269716,2,1,1
"11759",11759,11759,"629479921484742656","No candidate mentioned","2015-08-06 19:31:23 -0700","Negative","","","@CaroMT your baby's life is not yours to destroy and be sold on the open market #tcot #GOPDebates",1,1,"1",1,"1",0.89708048311386,"1",0.881127949995832,3,1,1
"11760",11760,11760,"629479920314363904","John Kasich","2015-08-06 19:31:22 -0700","Positive","Viva Las Vegas NV.","Pacific Time (US & Canada)","#Kasich I LOVE YOU!!!!!!! RT %#GOPDebates #Gaymarriage",3,3,"3",0.999999999999695,"3",0.99533343474697,"3",0.898749338615983,3,3,3
"11763",11763,11763,"629479902400548864","Jeb Bush","2015-08-06 19:31:18 -0700","Negative","Taichung, Taiwan","Taipei","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.87761400455222,"1",0.935113300156276,3,1,1
"11764",11764,11764,"629479902279041024","Donald Trump","2015-08-06 19:31:18 -0700","Positive","California, USA","","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11766",11766,11766,"629479894720712704","No candidate mentioned","2015-08-06 19:31:16 -0700","Negative","TX","Eastern Time (US & Canada)","Can I prosecute christian for dumb questions? #GOPDebates",1,1,"1",1,"1",0.917988198533876,"1",0.870630805879476,3,1,1
"11767",11767,11767,"629479886579761152","No candidate mentioned","2015-08-06 19:31:14 -0700","Negative","Hearts & Minds","Pacific Time (US & Canada)","You see the people in the audience looking around when they clapped for Gay Rights. People were like, da fuk... #GOPDebates",1,1,"1",0.99999172934698,"1",0.876176394705486,"1",0.885537384200132,3,1,1
"11768",11768,11768,"629479886353248256","Jeb Bush","2015-08-06 19:31:14 -0700","Negative","Orlando, Florida","Eastern Time (US & Canada)","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.87761400455222,"1",0.935113300156276,3,1,1
"11769",11769,11769,"629479884574724096","Donald Trump","2015-08-06 19:31:14 -0700","Negative","","Central Time (US & Canada)","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…",1,1,"1",0.918211369059775,"1",0.877421458606879,"1",0.870713901000753,3,1,1
"11770",11770,11770,"629479876605669376","Donald Trump","2015-08-06 19:31:12 -0700","Positive","","","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11771",11771,11771,"629479869592637440","Ted Cruz","2015-08-06 19:31:10 -0700","Negative","Las Vegas","Pacific Time (US & Canada)","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,1,"3",0.655276375367452,"3",0.952090825152083,"3",0.548776860974345,3,3,3
"11772",11772,11772,"629479869571801088","Jeb Bush","2015-08-06 19:31:10 -0700","Negative","Socialist Republic of Cook Co.","","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.87761400455222,"1",0.935113300156276,3,1,1
"11774",11774,11774,"629479857827782656","Donald Trump","2015-08-06 19:31:07 -0700","Negative","Boston - Monterrey - San Pedro","Eastern Time (US & Canada)","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,1,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11775",11775,11775,"629479848038256640","Donald Trump","2015-08-06 19:31:05 -0700","Positive","Robertsdale Al","Central Time (US & Canada)","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11776",11776,11776,"629479841113501696","No candidate mentioned","2015-08-06 19:31:03 -0700","Negative","Ohio","Eastern Time (US & Canada)","RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  …",1,1,"1",1,"1",0.889718520959327,"1",0.910358964762848,3,1,1
"11777",11777,11777,"629479840358531072","No candidate mentioned","2015-08-06 19:31:03 -0700","Negative","Virginia","","RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  …",1,1,"1",1,"1",0.889718520959327,"1",0.910358964762848,3,1,1
"11778",11778,11778,"629479837778886656","Donald Trump","2015-08-06 19:31:03 -0700","Positive","Los Angeles, CA","","RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.806527921169154,"3",0.999081761116532,"3",0.684658933634917,3,3,3
"11779",11779,11779,"629479837493760000","Donald Trump","2015-08-06 19:31:03 -0700","Positive","Pennsylvania","Atlantic Time (Canada)","RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",1,3,"3",0.515661450027333,"1",0.709514019260091,"1",0.672099057023559,2,1,1
"11780",11780,11780,"629479836214386688","Donald Trump","2015-08-06 19:31:02 -0700","Negative","Somewhere you aren't","Central Time (US & Canada)","RT @morme1966: @jko417 @HindaRifka Trump starts off with every monologue with it being about him .. #liberalismsyndrome #GOPDebates",1,1,"1",1,"1",0.90903714636787,"1",0.851965020555301,3,1,1
"11781",11781,11781,"629479834448740352","Jeb Bush","2015-08-06 19:31:02 -0700","Negative","Chicago IL","Alaska","Who invited Jeb Bush to a gay wedding?!??! #GOPDebacle #GOPDebates",1,1,"1",1,"1",0.936463816028979,"1",0.914966701664329,3,1,1
"11782",11782,11782,"629479829428170752","Donald Trump","2015-08-06 19:31:01 -0700","Positive","","","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11783",11783,11783,"629479819785445376","Chris Christie","2015-08-06 19:30:58 -0700","Negative"," NY State","","RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877483885382979,"1",0.917856592493825,3,1,1
"11784",11784,11784,"629479812327940096","No candidate mentioned","2015-08-06 19:30:57 -0700","Negative","Orangeburg Native in RH, SC","Eastern Time (US & Canada)","RT @SupermanHotMale: Dear #GOP, Nobody likes Abortion, we just don't want republicans raping our children and getting away with it. #GopDeb…",1,1,"1",0.999891819071671,"1",0.902980372652426,"1",0.902039733128112,3,1,1
"11786",11786,11786,"629479811371663360","Jeb Bush","2015-08-06 19:30:56 -0700","Negative","Greer, SC","","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.87761400455222,"1",0.935113300156276,3,1,1
"11787",11787,11787,"629479808104312832","No candidate mentioned","2015-08-06 19:30:56 -0700","Negative","New York City","Eastern Time (US & Canada)","RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…",1,1,"1",1,"1",0.877731340012097,"1",0.884206818562838,3,1,1
"11788",11788,11788,"629479807676481536","Ted Cruz","2015-08-06 19:30:55 -0700","Positive","","London","RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.879866436650078,"3",0.901692071049655,"1",0.521922404773508,2,3,3
"11789",11789,11789,"629479807445790720","Donald Trump","2015-08-06 19:30:55 -0700","Negative","Charlotte, NC","Atlantic Time (Canada)","RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",1,1,"3",0.515661450027333,"1",0.709514019260091,"1",0.672099057023559,2,1,1
"11790",11790,11790,"629479800361615360","Donald Trump","2015-08-06 19:30:54 -0700","Positive","Alabama, USA","Central Time (US & Canada)","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11791",11791,11791,"629479783831711744","John Kasich","2015-08-06 19:30:50 -0700","Positive","Los Angeles ","","#GOPdebates Kasich will get the biggest bump in the polls of anyone tonight IMO",3,3,"3",1,"3",0.62031606570336,"3",0.563363907149434,3,3,3
"11792",11792,11792,"629479783341010944","Donald Trump","2015-08-06 19:30:50 -0700","Positive","USA","Central Time (US & Canada)","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11793",11793,11793,"629479779025162240","No candidate mentioned","2015-08-06 19:30:49 -0700","Negative","Augusta, GA","Eastern Time (US & Canada)","Angrily shouting that the people on the other side of the idealogical fence are ""dividing the country"" is really silly. #GOPDebates",1,1,"1",0.999999999999998,"1",0.921398646150471,"1",0.88692998855849,3,1,1
"11794",11794,11794,"629479775313104896","No candidate mentioned","2015-08-06 19:30:48 -0700","Negative","","Central Time (US & Canada)","RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  …",1,1,"1",1,"1",0.889718520959327,"1",0.910358964762848,3,1,1
"11795",11795,11795,"629479775208214528","No candidate mentioned","2015-08-06 19:30:48 -0700","Negative","Alaskaaaaaaaa","Pacific Time (US & Canada)","Let's just decide who our next #president is by having a Political Hunger Games #presidentialdebate #GOPDebates",1,1,"1",1,"1",0.913628215164424,"1",0.917338000330931,3,1,1
"11796",11796,11796,"629479775069868032","Donald Trump","2015-08-06 19:30:48 -0700","Negative","Alabama, USA","","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…",1,1,"1",0.918211369059775,"1",0.877421458606879,"1",0.870713901000753,3,1,1
"11797",11797,11797,"629479774755397632","No candidate mentioned","2015-08-06 19:30:48 -0700","Negative","Indiana, U.S.A.","Eastern Time (US & Canada)","Lindsay Graham will show us what is flat broke.  He is flat broke of good ideas.  #GOPDebates",1,1,"1",0.99999999999995,"1",0.877378409357138,"1",0.74503430783699,3,1,1
"11798",11798,11798,"629479773253730304","Jeb Bush","2015-08-06 19:30:47 -0700","Negative","Alabama, Roll Tide","","RT @PuestoLoco: .@cenkuygur  Cancel primaries. Fox Party set up &amp; anointed their man Jeb Bush #GOPDebates #CantTrustABush #morningjoe http:…",1,1,"1",1,"1",0.902593900311617,"1",0.919515158120003,3,1,1
"11799",11799,11799,"629479767079821312","Donald Trump","2015-08-06 19:30:46 -0700","Negative","SW Florida","Eastern Time (US & Canada)","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…",1,1,"1",0.918211369059775,"1",0.877421458606879,"1",0.870713901000753,3,1,1
"11800",11800,11800,"629479766479863808","Donald Trump","2015-08-06 19:30:46 -0700","Negative","Castle Rock Colorado","Greenland","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,1,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11801",11801,11801,"629479764693155840","Chris Christie","2015-08-06 19:30:45 -0700","Negative","","Arizona","RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877483885382979,"1",0.917856592493825,3,1,1
"11802",11802,11802,"629479764248674304","No candidate mentioned","2015-08-06 19:30:45 -0700","Negative","Detroit","","Forget the #GOPdebates and let's talk about this Ronald Raven..",1,1,"1",0.999999999999917,"1",0.848231423937838,"1",0.861848828829434,3,1,1
"11803",11803,11803,"629479762491232256","No candidate mentioned","2015-08-06 19:30:45 -0700","Negative","","","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates",1,1,"1",0.99358444046182,"1",0.877624580955061,"1",0.925535592332239,3,1,1
"11805",11805,11805,"629479758091268096","Donald Trump","2015-08-06 19:30:44 -0700","Positive","nyc","Eastern Time (US & Canada)","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11806",11806,11806,"629479756069629952","No candidate mentioned","2015-08-06 19:30:43 -0700","Negative","IN","","RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  …",1,1,"1",1,"1",0.889718520959327,"1",0.910358964762848,3,1,1
"11807",11807,11807,"629479755390169088","Donald Trump","2015-08-06 19:30:43 -0700","Negative","","","RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",1,1,"3",0.515661450027333,"1",0.709514019260091,"1",0.672099057023559,2,1,1
"11808",11808,11808,"629479755100913664","Donald Trump","2015-08-06 19:30:43 -0700","Positive","Florida","","RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",3,3,"3",0.707906668277768,"3",0.966648034666141,"3",0.572534605507908,3,3,3
"11809",11809,11809,"629479748704415744","No candidate mentioned","2015-08-06 19:30:41 -0700","Negative","Upper Gambles, Antigua","Atlantic Time (Canada)","RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates",1,1,"1",0.999999999999995,"1",0.929232525432524,"1",0.927200099244621,3,1,1
